dyad,ccode1,stateabb1,ccode2,stateabb2,year,conttype
"","","","","","","1: land contiguity, 
2: water contiguity by 12 miles,
3: water contiguity by 24 miles,
4: water contiguity by 150 miles, 
5: water contiguity by 400 miles"
